url,keywords,hits,total,status,assigned_to,notes,last_updated
https://www.niras.dk/sektorer/pharma-life-science/energioptimeret-procesventilation-og-koeleforsyning/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/elektrificering-af-industriel-produktion/,"bæredygtig*, grønne",5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/groen-mobilitet-og-omstilling-af-transport/,"bæredygtig*, grøn, grønne",10,10,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/energi/beregning-og-projektering-af-solcelleanlaeg-til-tage/,"bæredygtig*, grøn",4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/karriere-i-planlaegning-og-mobilitet/,"bæredygtig*, grøn, grønne",9,9,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/karriere-i-infrastruktur/,"bæredygtig*, grøn",5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/karriere-i-udviklingsbistand/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/studerende/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/uopfordret-ansoegning/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/moed-en-medarbejder/,"bæredygtig*, klimavenlig, miljøvenlig",10,10,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/studerende/specialesamarbejde/,bæredygtig*,8,8,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/nyt-koldkrigsmuseum/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/nykredit-og-ap-pensions-nye-kontorfaellesskab-i-koebenhavn/,"bæredygtig*, grøn, grønne",8,8,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/ambitioest-og-gennemfoert-traebyggeri-danner-rammerne-for-nyt-autismecenter-i-fredericia/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/boligbyggeri/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/byudvikling/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/datacentre/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/kontor-og-erhvervsbyggeri/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/sundheds-og-hospitalsbyggeri/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/industribyggeri-og-forsyningsbyggeri/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/institutions-og-uddannelsesbyggeri/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/kulturbyggeri/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/laboratoriebyggeri/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/brandraadgivning/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/bygherreraadgivning/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/design-og-projektering/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/teknisk-due-diligence/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/samarbejdsformer-i-byggeriet/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/renovering-og-udvidelse-af-den-permanente-badeanstalt-i-aarhus/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/hofor-bygger-hybridbyggeri-paa-genbrugt-fundament/,bæredygtig*,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/?sector=18439&pageSize=24&formID=cfa1c6fe-a6ba-a324-d046-dc3bed17334a&page=undefined&country=&sustainableDevelopmentGoal=,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/data-digitalisering/software-services/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/data-digitalisering/fremtidens-byer-er-smart-cities-men-hvad-er-smart-city-egentlig/,"bæredygtig*, grøn",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/data-digitalisering/remote-sensing-satellitbaserede-services/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/data-digitalisering/3d-bymodeller/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/data-digitalisering/software-services/rehab-it/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/nature-energy/,"grønne, co2-neutral",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/saadan-bliver-din-virksomhed-co2-neutral/,"bæredygtig*, grøn, grønne, co2-neutral",13,13,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/energi/co2-reduktion-og-klimakompensation/,"bæredygtig*, grøn, grønne",3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/energi/klimaregnskaber-og-carbon-footprint/,"bæredygtig*, grønne",4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/energi/affaldshaandtering-og-cirkulaer-oekonomi/,"bæredygtig*, miljøvenlig",5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/carlsberg-halverer-vandforbruget-paa-fredericia-bryggeri-med-hjaelp-fra-niras/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/thise-mejeri-sparer-tid-penge-og-co2-med-nyt-hoejlager-til-emballage/,miljøvenlig,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/biorefine-aabner-nyt-anlaeg-til-produktion-af-graesprotein/,"bæredygtig*, grøn, miljøvenlig",10,10,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/evaluering-og-beslutningsstoette/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/optimering-af-forsyningskaede/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/design-af-produktionsanlaeg/,bæredygtig*,5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/projektledelse/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/proces-og-emballage/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/baeredygtig-produktion/,bæredygtig*,11,11,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/industriforsyningsselskaber/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/logistik-og-lagerhuse/,klimavenlig,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/digitalisering-og-automatisering/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/foedevarer/industriel-arkitektur/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/trecifret-millioninvestering-moderniserer-og-fremtidssikrer-soenderborg-lufthavn/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/infrastruktur/broer-og-specielle-konstruktioner/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/infrastruktur/geoteknik/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/infrastruktur/jernbaner-metro-og-letbaner/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/infrastruktur/lufthavne/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/infrastruktur/veje/,"bæredygtig*, grøn, grønne",12,12,todo,,,2025-09-01 13:42:53
https://www.niras.dk/baeredygtig-turisme/,bæredygtig*,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/miljoeundersoegelser-for-energioe-i-nordsoeen/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/nu-tages-naeste-skridt-imod-en-oprensning-af-forureningen-paa-harbooere-tange/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/europas-foerste-specialdesignede-recycling-vaerft/,miljørigtig,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/miljoe/arktisk-miljoe/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/miljoe/baeredygtig-jordhaandtering-og-jordstrategier/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/miljoe/jord-og-grundvandsforurening/,bæredygtig*,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/pharma-life-science/good-manufacturing-practice-gmp-cgmp/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/pharma-life-science/supply-chain-optimering-og-logistik/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/pharma-life-science/design-af-klassificerede-produktionsomraader/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/pharma-life-science/design-af-procesanlaeg-og-specificering-af-procesforsyninger-til-pharmaceutisk-produktion/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/pharma-life-science/laboratorieindretning/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/infralca-i-praksis-giver-det-mening-paa-smaa-anlaegsprojekter/,"bæredygtig*, klimavenlig",17,17,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/baeredygtig-mobilitet-skaber-levende-og-miljoevenlige-lokalsamfund/,"bæredygtig*, grøn, grønne, miljøvenlig",20,20,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/groen-mobilitetsplan-for-odense/,"bæredygtig*, grøn, grønne",11,11,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/niras-former-fremtidens-mobilitet-i-populaer-tysk-turistby/,"bæredygtig*, miljøvenlig",10,10,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/byplanlaegning/,"bæredygtig*, grønne",4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/baeredygtighed-og-certificering/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/helheds-og-bebyggelsesplaner/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/kommune-og-lokalplaner/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/samskabelse-med-borgere-og-interessenter/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/antropologiske-og-sociologiske-analyser/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/evaluering-af-effekt-laering-og-tilfredshed/,grøn,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/miljoeoekonomi-og-samfundsoekonomi/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/vaekst-og-erhvervsudvikling/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/brugeradfaerd-byrumsanalyser-og-mobilitet/,"bæredygtig*, miljøvenlig",6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/cykelstrategi-og-rekreativ-mobilitet/,"bæredygtig*, grønne",4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/kollektiv-trafik-og-knudepunkter/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/mobilitetsplan-og-mobilitetsanalyse/,"bæredygtig*, grøn, miljøvenlig",14,14,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/planlaegning-mobilitet/trafikplanlaegning/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/vand/drikkevand/,"bæredygtig*, klimavenlig",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/vand/grundvand/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/vand/renseanlaeg-og-ressourceanlaeg/,"bæredygtig*, klimaneutral*",3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/co2-reduktion-i-anlaegsprojekter-i-favrskov/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/totalraadgivning-af-ny-jernbane-over-vestfyn/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/niras-hjaelper-sund-baelt-med-at-blive-klar-til-csrd-krav/,bæredygtig*,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/co-ros-ambitioese-project-one-plant/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/nordisk-tradition-med-trae-og-tegl-praeger-privathospitalet-moelholms-nye-byggeri/,"bæredygtig*, klimavenlig",6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/herningsholms-nye-vartegn-et-imoedekommende-faelleshus-i-trae/,bæredygtig*,5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/klimavaerktoej-giver-konkurrencefordele-i-traeemballagebranchen/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/fantastiske-lego-campus-i-billund/,"bæredygtig*, grøn",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/sektorer/byggeri/baeredygtigt-byggeri/traebyggeri/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/vikingeskibene-i-roskilde-faar-et-nyt-og-ambitioest-hjem-i-trae/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/bygherreraadgivning-paa-aarhus-hoejeste-boligbyggeri-i-trae/,bæredygtig*,8,8,todo,,,2025-09-01 13:42:53
https://www.niras.dk/projekter/oestervold-regnvandsbassin-bringer-naturen-helt-taet-paa-i-randers/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/karriere/here-we-grow/friheden-til-at-traekke-stikket-fire-maaneder-on-the-road/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/grundvandsbeskyttelse-og-groen-trepart/,"grøn, grønne",10,10,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/paavirkning-paa-biodiversitet-i-vaerdikaeden/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/csrd-dobbelt-vaesentlighedsvurdering-og-biodiversitet/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/afrapportering-af-biodiversitet-inden-for-csrd/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/gratis-webinar-om-turismepolitisk-redegoerelse/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/webinar-livscyklusvurderinger-i-forsyningssektoren/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/hvorfor-er-det-relevant-at-arbejde-med-biodiversitet/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/paavirkning-af-biodiversitet-i-vaerdikaeder/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/turisme-i-danmark-torsdag-den-16-maj-2024/,bæredygtig*,3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/webinar-nye-rammevilkaar-for-haandtering-af-erhvervsaffald/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/fremtidens-elforsyning-et-paradigmeskifte/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/greensition-webinar-om-elforsyning/,"bæredygtig*, grønne",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/baeredygtigt-turistbyggeri/,"bæredygtig*, grøn",5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/hvornaar-er-et-byggeri-baeredygtigt-nok/,bæredygtig*,6,6,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/greensition-webinar-om-ptx/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/turisme-nu-og-fremover-bud-paa-noegleomraader/,"bæredygtig*, grøn, grønne",12,12,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/bloedgoring-webinar-19april/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/affald-og-turister/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/miljoelovgivningskonferencen-2023-faa-rabat-med-niras/,grøn,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/ladestandere-og-turisme-udbygning-loesninger-og-faldgruber/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/lystfiskeri-som-et-led-i-turisme/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/turisme-tryghed-og-mobilitet-en-varm-velkomst-til-lokalomraadet/,bæredygtig*,4,4,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/baeredygtighed-bliv-klogere-paa-baeredygtighed-og-turisme-hvad-handler-det-om/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/digitalisering-data-og-teknologi-i-forhold-til-turisme/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/fup-og-fakta-om-solceller/,grøn,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/turisme-i-danmark/,bæredygtig*,5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/nyt-om-vandrammedirektiv-og-havstrategidirektivet/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/indeklima-hvilke-krav-skal-du-stille-og-hvordan-realiserer-du-dem/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/arrangementer/cck-aarskonference-2021/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/br25-udfordrer-balancen-mellem-klima-og-andre-krav/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/energimaerket-skal-motivere-til-renovering-ikke-nedrivning/,"bæredygtig*, grøn, grønne",12,12,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/nyt-eu-direktiv-tvinger-kommunerne-til-handling/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/ny-intelligent-screening-optimerer-solcellepotentialet-paa-kommunale-bygninger/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/klimatilpasning-af-danmark-vejer-for-lidt-paa-den-politiske-vaegtskaal/,"grøn, grønne",3,3,todo,,,2025-09-01 13:42:53
https://www.niras.dk/indsigt/skal-dit-infrastrukturprojekt-baeredygtighedscertificeres/,"bæredygtig*, grøn",20,20,todo,,,2025-09-01 13:42:53
https://www.niras.dk/om-niras/niras-fonden/,bæredygtig*,2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/om-niras/niras-green-tech-hub/,"grøn, grønne",7,7,todo,,,2025-09-01 13:42:53
https://www.niras.dk/om-niras/baeredygtige-initiativer/,bæredygtig*,5,5,todo,,,2025-09-01 13:42:53
https://www.niras.dk/om-niras/presse/,"bæredygtig*, grøn",2,2,todo,,,2025-09-01 13:42:53
https://www.niras.dk/nyheder/mest-muligt-af-materialerne-skal-genbruges-naar-hospitalsbygning-rives-ned/,bæredygtig*,1,1,todo,,,2025-09-01 13:42:53
